Name,PS1 Obs 1 Date,Date Row Last Modified,Aliases,Host Galaxy,SN RA,Dec (2000),Host RA,Host Dec (2000),"Host Galaxy Mag
(approx.)",Redshift position,Redshift origin,Heliocentric Redshift,Uncertainty,Original Reported Redshift,"Redshift 
Difference","Max light
(in Found_fits.fitres)",Good Spec @max?,Spectra Taken (dates),Kyle has SN spec?,Kyle has host spec?,Useful Link,Link to Spectroscopic Report,Notes,
AT2016cvv,6/20/16,8/25/17,,CGCG 280-024,20:28.9,+54:12:30.66,20:30.4,+54:12:41.00,,Systemic,Updated Zwicky Catalog,0.044571,0.0004,0.038,0.006571,6/18/16,yes,6/21/16,yes,no,https://wis-tns.weizmann.ac.il/object/2016cvv,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=47201&objname=CGCG%20280-024&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
SN2016cuv,6/19/16,8/25/17,,SDSS J161914.64+402512.8,19:14.7,+40:25:14.10,19:14.6,+40:25:12.8,,Host Nucleus,APO spectra,0.0832,0.000165,0.081,0.0022,6/15/16,yes,6/18/16,yes,yes,https://wis-tns.weizmann.ac.il/object/2016cuv,None,,
ATLAS16bdg,6/19/16,8/25/17,SN 2016cvn,NGC 4708,49:41.4,-11:05:34.42,49:41.5,-11:05:34.91,,Systemic,1992ApJS...83...29S,0.013686,0.000123,0.013896,0.00021,6/15/16,,,yes,yes,http://www.astronomerstelegram.org/?read=9165,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=31834&objname=NGC%204708&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS16cqa,6/8/16,8/25/17,AT 2016cqt,SDSS J153906.91+091746.1,39:07.0,+09:17:40.4,39:06.9,17:46.1,,Host Nucleus,SDSS DR13,0.0438573,0.0000126,0.044,0.0001427,,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1153907001091740500/,https://dr13.sdss.org/optical/spectrum/view?plateid=1725&mjd=54266&fiberid=227&run2d=26,,
ASASSN-16fs,6/5/16,8/25/17,SN 2016cpy,UGC 09523,47:06.4,+11:35:41.92,47:06.2,+11:35:37.72,,Host Nucleus,SDSS DR13,0.0292052,0.0000097,0.02909,0.0001152,6/3/16,,6/8/16,yes,no,http://www.astronomerstelegram.org/?read=9114,https://dr13.sdss.org/optical/spectrum/view?plateid=1712&mjd=53531&fiberid=52&run2d=26,,
AT2016cor,6/2/16,8/25/17,,SDSS J154431.47+161814.0,44:31.2,+16:18:12.80,44:31.5,+16:18:14.0,,Host Nucleus,SDSS DR13,0.049543,0.0000328,0.049,0.000543,6/2/16,,5/31/16,yes,no,https://wis-tns.weizmann.ac.il/object/2016cor,https://dr13.sdss.org/optical/spectrum/view?plateid=2518&mjd=54243&fiberid=353&run2d=26,,
ASASSN-16fo,6/1/16,2/22/18,SN 2016cob,2MASX J13323577-0516218,32:35.8,-05:16:21.33,32:35.8,-05:16:21.8,,Host Nucleus,2dF Galaxy Survey,0.0289,0.000213,0.02961,0.00071,5/31/16,,6/8/16,yes,no,http://www.astronomerstelegram.org/?read=9081,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=929186&objname=2MASX%20J13323577-0516218&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
SN2016coj,5/30/16,8/25/17,,NGC 4125,08:06.8,+65:10:37.9,08:06.0,+65:10:26.90,,Uncertain,1991RC3.9.C...0000d,0.004523,0.000063,0.00448,0.000043,6/9/16,,5/28/16,yes,no,http://www.astronomerstelegram.org/?read=9095,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=29238&objname=NGC%204125&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
iPTF16auf,5/15/16,8/25/17,"SN 2016ccz, PS16cpd",MRK 685,31:09.3,+27:14:09.8,31:08.9,+27:14:12.30,,Host Nucleus,SDSS DR13,0.015018,0.000005,0.015,0.000018,5/29/16,,5/13/16,yes,no,,https://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=38184&objname=MRK%200685&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PTSS-16efw,5/6/16,8/31/17,SN 2016cck,2MASX J17353788+0848387,35:37.8,+08:48:32.35,35:37.9,+08:48:38.7,"20 (FUV, NUV) 14 (J) 13 (H) 12 (K)",Host Lines from SN Position,FAST,0.035573,0.000023,0.037,0.001427,5/1/16,,,yes,no,https://wis-tns.weizmann.ac.il/object/2016cck,http://www.astronomerstelegram.org/?read=9025%20,,
ASASSN-16ex,5/6/16,1/11/18,SN 2016ccj,SDSS J171023.63+262350.3,10:23.9,+26:23:47.89,10:23.6,+26:23:50.3,"21 (FUV, NUV) 19 (u) 18 (g, r, i, z)",Host Nucleus,Keck spectra,0.041376,0.000014,0.04,0.001376,5/16/16,,5/4/16,yes,yes,http://www.astronomerstelegram.org/?read=9020,http://skyserver.sdss.org/dr12/en/tools/explore/summary.aspx?ra=257.598486&dec=26.397325,,
CSS160428,5/6/16,8/25/17,SN 2016eee,SDSS J132307.25+523858.1,23:07.2,+52:38:56.07,23:07.3,+52:38:58.1,"21 (u) 20 (g, r, i, z)",Host Nucleus,KPNO,0.03029,0.00015,0.026,0.00429,5/9/16,,,no,yes,http://www.astronomerstelegram.org/?read=9019,http://www.astronomerstelegram.org/?read=9019,,
PS16ccn,5/5/16,2/22/18,"SN 2016dxv, Gaia16alq",Unlisted,12:29.4,+31:16:47.4,12:29.4,16:47.8,,Host Nucleus,Keck spectra,0.02431,0.00016,0.0235,0.00081,5/5/16,,6/8/16,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1181229351311647400/,http://www.astronomerstelegram.org/?read=8991,,
ASASSN-16et,4/30/16,8/25/17,AT 2016cby,2MASX J10200192+5627397,20:01.7,+56:27:39.74,20:01.9,+56:27:39.7,,Host Nucleus,SDSS DR13,0.0249046,0.0000066,0.024917,0.0000124,5/3/16,,4/18/16,yes,no,http://www.astronomerstelegram.org/?read=9005,https://dr13.sdss.org/optical/spectrum/view?plateid=946&mjd=52407&fiberid=585&run2d=26,,
Gaia16aki,4/12/16,8/25/17,AT 2016dxe,DSS J155910.36+143829.4,59:10.6,+14:38:29.40,59:10.4,+14:38:29.4,,Host Nucleus,SDSS DR13,0.0736316,0.000007,0.0737,0.0000684,4/11/16,,,no,no,http://www.astronomerstelegram.org/?read=8934,https://dr13.sdss.org/optical/spectrum/view?plateid=2521&mjd=54538&fiberid=155&run2d=26,,
ASASSN-16cy,4/12/16,8/25/17,SN 2016ayf,CGCG 295-010,45:00.5,+61:16:48.90,45:00.5,+61:16:48.54,,Host Nucleus,SDSS DR13,0.0347993,0.0000084,0.034811,0.0000117,3/15/16,,3/14/16,yes,no,http://www.astronomerstelegram.org/?read=8801,https://dr13.sdss.org/optical/spectrum/view?plateid=786&mjd=52319&fiberid=478&run2d=26,"possible cluster, see Kyle for details",
AT2016blg,4/9/16,8/25/17,PTSS-16cfd,SDSS J132713.81-021615.2,27:13.9,-02:16:12.26,27:13.8,-02:16:15.2,"23 (FUV) 22 (NUV) 21 (u) 20 (g, r) 19 (i, z)",Host Nucleus,SOAR spectra,0.0610813,0.0001169,0.07,0.0089187,3/30/16,yes,4/4/16,yes,yes,http://www.astronomerstelegram.org/?read=8906,http://www.astronomerstelegram.org/?read=8906,"z=0.06108+/-1.3e-4, no BCV",
AT2016bln,4/9/16,8/25/17,,NGC 5221,34:45.5,+13:51:14.30,34:55.9,+13:49:57.00,,Systemic,ESO 21 cm observations,0.023303,0.000027,0.0235,0.000197,4/21/16,,,no,no,https://wis-tns.weizmann.ac.il/object/2016bln,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=57233&objname=NGC%205221&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-16ci,4/7/16,8/25/17,SN 2016arc,NGC 1272,19:21.3,+41:29:25.61,19:21.3,+41:29:26.30,,Uncertain,2000MNRAS.313..469S,0.012725,0.000028,0.012725,0,3/2/16,,3/3/16,yes,no,http://www.astronomerstelegram.org/?read=8765,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=9068&objname=NGC%201272&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-16em,4/6/16,8/25/17,SN 2016bmh,GALEXASC J133213.24+844042.7,32:14.2,+84:40:42.35,32:13.2,+84:40:42.7,,Host Nucleus,APO spectra,0.02302,0.00009,0.0234,0.00038,4/22/16,,4/15/16,yes,yes,http://www.astronomerstelegram.org/?read=8953,http://www.astronomerstelegram.org/?read=8953,,
ASASSN-16ej,4/6/16,8/25/17,SN 2016bmc,UGC 11409,10:37.3,+37:39:17.02,10:37.5,+37:39:19.12,,Uncertain,2MASS,0.028016,0.000077,0.028016,0,4/9/16,,4/15/16,yes,no,http://www.astronomerstelegram.org/?read=8939,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=47017&objname=UGC%2011409&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
SN2016blm,4/5/16,8/25/17,LSQ16ahs,Unlisted,48:38.7,-03:19:03.70,48:39.0,-03:19:05.39,,Host Nucleus,SOAR spectra,0.0306419,0.0000352,0.03,0.0006419,4/3/16,yes,4/4/16,yes,yes,https://wis-tns.weizmann.ac.il/object/2016blm,http://www.astronomerstelegram.org/?read=8902,"z=0.03064+/-3.5e-5, no BCV",
SN2016blh,4/5/16,8/25/17,,CGCG 018-062,09:40.5,-00:39:24.04,09:40.3,-00:39:20.77,,Host Nucleus,The 2dF Galaxy Redshift Survey Final Data Release,0.0238,0.000213,0.0238,0,4/2/16,yes,4/3/16,yes,no,https://wis-tns.weizmann.ac.il/object/2016blh,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=37066&objname=CGCG%20018-062&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-16dw,4/4/16,8/25/17,SN 2016blj,2MASX J13300119-2758297,30:00.8,-27:58:26.04,30:01.2,-27:58:29.7,,Systemic,6dF Galaxy Survey DR3,0.034657,0.00015,0.034657,0,4/5/16,,4/4/16,yes,no,http://www.astronomerstelegram.org/?read=8897,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=2297019&objname=2MASX%20J13300119-2758297&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS16bnz,4/3/16,9/7/17,AT 2016bpb,UGC 05586 NED02,20:36.9,-02:28:00.3,20:35.1,-02:28:06.10,,Host Nucleus,The 2dF Galaxy Redshift Survey Final Data Release ,0.0627,0.000213,0.06,0.0027,4/9/16,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1102036900022800300/,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=330840&objname=UGC%2005586%20NED02&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-16dn,3/31/16,8/25/17,AT 2016blc,GALEXASC J104848.62-201544.1,48:49.4,-20:15:49.08,48:48.6,-20:15:44.1,"20 (FUV, NUV)",Host Nucleus,KPNO,0.01285,0.0001,0.012,0.00085,4/11/16,,4/2/16,yes,yes,http://www.astronomerstelegram.org/?read=8885,http://www.astronomerstelegram.org/?read=8896,,
ATLAS16agv,3/20/16,8/25/17,SN 2016bfc,Unlisted,41:09.7,+50:58:20.90,N/A,N/A,,Host Nucleus,Keck spectra,0.04779,0.00017,0.05,0.00221,3/22/16,yes,3/19/16,yes,yes,https://wis-tns.weizmann.ac.il/object/2016bfc,http://www.astronomerstelegram.org/?read=8844,Host either extremely faint or no host,
ATLAS16ahj,3/20/16,8/25/17,SN 2016bey,2MASX J11374023+5704420,37:40.2,+57:04:41.50,37:40.2,+57:04:42.0,,Host Nucleus,SDSS DR13,0.0730158,0.0000162,0.073,0.0000158,3/16/16,suspect,3/19/16,yes,no,http://www.astronomerstelegram.org/?read=8844,https://dr13.sdss.org/optical/spectrum/view?plateid=1310&mjd=53033&fiberid=507&run2d=26,"possible cluster, see Kyle for details",
PS16axi,3/16/16,8/25/17,SN 2016axb,2MASX J10480747+0010017,48:07.1,+00:09:48.5,48:07.5,+00:10:01.7,,Host Nucleus,SDSS DR13,0.0392989,0.0000111,0.03922,0.0000789,3/13/16,,,no,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1104807131000948600/,https://dr13.sdss.org/optical/spectrum/view?plateid=276&mjd=51909&fiberid=352&run2d=26,,
ASASSN-16db,3/15/16,8/25/17,"AT 2016bcy, 2016baq",UGC 06198,09:25.8,+29:34:23.61,09:25.8,+29:34:09.30,,Host Nucleus,SDSS DR13,0.0348637,0.0000073,0.034787,0.0000767,3/18/16,,,no,no,http://www.astronomerstelegram.org/?read=8813,https://dr13.sdss.org/optical/spectrum/view?plateid=2213&mjd=53792&fiberid=372&run2d=26,,
PS16bby,3/15/16,8/25/17,SN 2016bew,2MASX J14201699-2211186,20:18.0,-22:11:20.4,20:17.0,-22:11:18.6,,Systemic,6dF Galaxy Survey DR3,0.053427,0.000083,0.054,0.000573,3/19/16,yes,2016-03-16(?),yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1142018050221120400/,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=7365533&objname=2MASX%20J14201699-2211186&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
SN2016ayg,3/14/16,8/25/17,Gaia16ahw,SDSS J073017.25+250153.5,30:17.4,+25:01:55.99,30:17.3,+25:01:53.5,"24 (FUV) 22 (NUV) 21 (u) 20 (g) 19 (r, i, z)",Host Nucleus,KPNO,0.04269,0.00012,0.046,0.00331,3/20/16,yes,3/12/16,yes,yes,https://wis-tns.weizmann.ac.il/object/2016ayg,http://www.astronomerstelegram.org/?read=8824,,
ASASSN-16cs,3/12/16,8/25/17,2016asf,KUG 0647+311,50:36.7,+31:06:44.56,50:36.9,+31:07:00.62,"20 (FUV) 19 (NUV) 14 (J, H) 13 (K)",Host Nucleus,KPNO,0.0180194,0.0000147,0.021,0.0029806,3/17/16,,3/8/16,yes,yes,http://www.astronomerstelegram.org/?read=8784,http://www.astronomerstelegram.org/?read=8788,,
PS16ayd,3/11/16,8/25/17,AT 2016axw,SDSS J142718.87-014042.4,27:18.3,-01:40:31.1,27:18.9,-01:40:42.4,,Host Nucleus,SDSS DR13,0.0539971,0.0000109,0.054,0.0000029,3/13/16,,,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1142718340014031100/,https://dr13.sdss.org/optical/spectrum/view?plateid=4032&mjd=55333&fiberid=976&run2d=v5_9_0,,
ASASSN-16ct,3/10/16,8/25/17,SN 2016aud,SDSS J151354.30+044525.7,13:54.3,+04:45:25.89,13:54.3,+04:45:25.7,,Host Nucleus,SDSS DR13,0.0419104,0.000036,0.041934,0.0000236,3/12/16,,3/10/16,yes,no,http://www.astronomerstelegram.org/?read=8796,https://dr13.sdss.org/optical/spectrum/view?plateid=1833&mjd=54561&fiberid=192&run2d=26,,
SN2016aqt,3/5/16,8/25/17,,SDSS J134550.90+264747.4,45:50.7,+26:47:47.3,45:50.9,+26:47:47.4,,Host Nucleus,SDSS DR13,0.0504121,0.0000089,0.05,0.0004121,3/5/16,,,yes,yes,https://wis-tns.weizmann.ac.il/object/2016aqt,https://dr13.sdss.org/optical/spectrum/view?plateid=2246&mjd=53767&fiberid=610&run2d=26,,
ASASSN-16ch,3/3/16,8/25/17,SN 2016aqz,CGCG 101-008,11:58.0,+14:33:58.98,11:57.8,+14:33:59.26,,Host Nucleus,SDSS DR13,0.0266826,0.0000076,0.02644,0.0002426,3/7/16,,3/2/16,yes,no,http://www.astronomerstelegram.org/?read=8763,https://dr13.sdss.org/optical/spectrum/view?plateid=1773&mjd=53112&fiberid=357&run2d=26,,
Gaia16agf,3/1/16,8/25/17,"AT 2016aqs, PS16aro",Unlisted,34:09.0,-25:11:04.6,N/A,N/A,,Host Nucleus,KPNO,0.0250655,0.0000253,0.03,0.0049345,3/8/16,,,no,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1063408970251104600/,http://www.astronomerstelegram.org/?read=8754,,
SN2016aqb,2/27/16,8/25/17,LSQ16te,2MASXi J1121579-135849,21:58.4,-13:59:01.21,21:57.9,-13:58:49,"20 (FUV), 19 (NUV)",Host Nucleus,KPNO,0.0628938,0.0000397,0.063,0.0001062,3/3/16,yes,2/26/16,yes,yes,https://wis-tns.weizmann.ac.il/object/2016aqb,http://www.astronomerstelegram.org/?read=8739,,
SN2016aqa,2/27/16,8/25/17,,LCRS B112120.0-051639,23:52.7,-05:33:06.55,23:52.7,-05:33:06.61,,Host Nucleus,The 2dF Galaxy Redshift Survey Final Data Release,0.054589,0.000297,0.052,0.002589,2/22/16,yes,2/26/16,yes,no,https://wis-tns.weizmann.ac.il/object/2016aqa,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=696082&objname=LCRS%20B112120.0-051639&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
AT2016ajl,2/21/16,8/25/17,AT 2016aj,2MASX J04422451-2143312,42:24.7,-21:43:27.60,42:24.5,-21:43:31.2,"14 (J) 13 (H, K)",Host Nucleus,SOAR spectra,0.0674063,0.0000456,0.07,0.0025937,2/24/16,"suspect, highly noisy",2/21/16,yes,yes,http://www.astronomerstelegram.org/?read=8719,http://www.astronomerstelegram.org/?read=8719,,
PS16amf,2/21/16,8/25/17,AT 2016alt,GALEXASC J063701.16+441611.9,37:01.9,+44:15:24.0,37:01.2,+44:16:11.9,,SN Lines,SNID,0.09,0.006,0.09,0,,,2/19/16,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1063701941441524000/,,,
SN2016ajf,2/20/16,8/25/17,,NGC1278,19:54.5,+41:33:53.50,19:54.2,+41:33:48.20,,Unknown,2000MNRAS.313..469S,0.020314,0.000028,0.0203,0.000014,2/24/16,,,yes,no,https://wis-tns.weizmann.ac.il/object/2016ajf,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=9092&objname=NGC%201278&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
2016afk,2/19/16,8/25/17,PS16agp,SDSS J102229.86+150547.0,22:29.9,+15:05:47.73,22:29.9,+15:05:47.0,,Host Nucleus,SDSS DR13,0.0456054,0.0000067,0.045,0.0006054,3/9/16,yes,2/17/16,yes,no,https://wis-tns.weizmann.ac.il/object/2016afk,https://dr13.sdss.org/optical/spectrum/view?plateid=2590&mjd=54175&fiberid=148&run2d=26,,
ASASSN-16br,2/18/16,8/25/17,AT 2016aex,2MASX J15453055-1309057,45:30.3,-13:09:10.03,45:30.5,-13:09:05.7,,Systemic,6dF Galaxy Survey DR3,0.02852,0.00015,0.02852,0,2/21/16,,,yes,no,https://wis-tns.weizmann.ac.il/object/2016aex,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=323479&objname=2MASX%20J15453055-1309057&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
Gaia16acv,2/14/16,3/16/19,AT 2016bkw,SDSS J115949.80+544807.1,59:49.8,+54:48:07.60,59:49.8,+54:48:07.1,,Host Lines from SN position,KPNO,0.0777204,0.000099,0.077,0.0007204,2/17/16,,,yes,no,http://www.astronomerstelegram.org/?read=8683,None,,
ASASSN-16bq,2/14/16,8/25/17,AT 2016aew,IC 0986,11:26.5,+01:17:09.47,11:26.2,+01:17:11.47,,Host Nucleus,SDSS DR13,0.0249351,0.0000099,0.025001,0.0000659,2/19/16,,2/14/16,yes,no,http://www.astronomerstelegram.org/?read=8685,https://dr13.sdss.org/optical/spectrum/view?plateid=532&mjd=51993&fiberid=5&run2d=26,,
PS16aer,2/9/16,8/25/17,SN 2016acs,CGCG 095-067,54:58.2,+14:16:17.7,54:58.9,+14:16:17.87,,Systemic,SDSS DR13,0.0554667,0.0000126,0.056,0.0005333,2/16/16,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1105458191141617700/,https://dr13.sdss.org/optical/spectrum/view?plateid=5355&mjd=56009&fiberid=278&run2d=v5_9_0,,
ASASSN-16bc,2/4/16,8/25/17,SN 2016zd,2MASX J12052488-2123572,05:25.8,-21:24:01.20,05:24.9,-21:23:57.2,,Systemic,6dF Galaxy Survey DR3,0.031939,0.00015,0.031939,0,2/12/16,,2/4/16,yes,no,http://www.astronomerstelegram.org/?read=8628,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=3605119&objname=2MASX%20J12052488-2123572&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
CSS160129,1/31/16,8/25/17,"PS16acs, AT 2016afb",Unknown,40:29.6,+10:55:59.9,N/A,N/A,,Host Lines from SN position,KPNO,0.06766,0.001,0.066,0.00166,,,,yes,no,http://star.pst.qub.ac.uk/ps1threepi/psdb/candidate/1074029601105559700/,http://www.astronomerstelegram.org/?read=8613,,
ASASSN-16ay,1/31/16,8/25/17,SN 2016ys,UGC 03738,12:14.3,+07:14:23.22,12:15.1,+07:14:27.60,,Systemic,Updated Zwicky Catalog,0.028343,0.000013,0.028343,0,1/29/16,yes,1/30/16,yes,no,http://www.astronomerstelegram.org/?read=8609,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=14799&objname=UGC%2003738&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
2016W,1/23/16,8/25/17,,NGC946,2:30:40,+42:14:08.90,30:38.4,+42:13:57.43,,Host Nucleus,ENEARc CLUSTER SAMPLE,0.019253,0.000067,0.0192,0.000053,1/30/16,yes,1/22/16,yes,no,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=6968&objname=NGC%200946&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=6968&objname=NGC%200946&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-16av,1/22/16,8/25/17,SN 2016ac,NGC 3926 NED02,51:28.2,+22:01:34.90,51:28.2,+22:01:33.49,,Uncertain,ESO,0.025668,0.000067,0.025668,0,1/22/16,"suspect, at best very old",2016-02-04(?),yes,no,http://www.astronomerstelegram.org/?read=8569,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=56938&objname=NGC%203926%20NED02&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-16aj,1/16/16,8/25/17,SN 2016K,NGC 1562,21:48.2,-15:45:19.25,21:47.6,-15:45:19.62,,Uncertain,CAIRNS,0.030745,0.000083,0.030745,0,1/15/16,yes,1/15/16,yes,no,http://www.astronomerstelegram.org/?read=8542,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=324303&objname=NGC%201562&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS16n,1/12/16,8/25/17,SN 2016E,2MASX J05034387+0324429,03:44.0,+03:24:44.9,03:43.9,+03:24:42.9,,Host Nucleus,SOAR spectra,0.0527275,0.0000222,0.055,0.0022725,1/5/16,,,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1050343991032444900/,None,,
PS16ez,1/11/16,8/25/17,AT 2016ai,SDSS J092426.62+051018.1,24:26.5,+05:10:14.6,24:26.6,+05:10:18.1,,Host Nucleus,SDSS DR13,0.0917293,0.0000076,0.09,0.0017293,1/14/16,,1/1/16,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1092426451051014700/,https://dr13.sdss.org/optical/spectrum/view?plateid=991&mjd=52707&fiberid=105&run2d=26,"possible cluster, see Kyle for details",
PS16el,1/11/16,8/25/17,SN 2016ah,SDSS J105112.52+192148.2,51:12.5,+19:21:44.9,51:12.5,+19:21:48.2,,Host Nucleus,SDSS DR13,0.0478056,0.0000096,0.05,0.0021944,1/8/16,no,1/29/16,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1105112541192145000/,http://dr13.sdss.org/optical/spectrum/view?plateid=2482&mjd=54175&fiberid=416&run2d=26,,
ASASSN-16ad,1/10/16,8/25/17,SN 2016F,KUG 0136+335,39:32.0,+33:49:36.05,39:31.1,+33:49:27.80,,Systemic,21 cm observations,0.016131,0.000012,0.016138,0.000007,1/19/16,yes,1/10/16,yes,no,http://www.astronomerstelegram.org/?read=8521,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=4526&objname=KUG%200136%2B335&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS16fa,1/9/16,8/25/17,SN 2016H,CGCG 036-091,19:16.6,+04:45:42.0,19:17.6,+04:45:47.02,,Host Nucleus,SDSS DR13,0.0461101,0.0000101,0.046,0.0001101,1/13/16,,1/11/16,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1101916641044542000/,https://dr13.sdss.org/optical/spectrum/view?plateid=575&mjd=52319&fiberid=384&run2d=26,,
PS16em,1/7/16,8/25/17,AT2016ei,LCRS B105301.1-030602,55:34.0,-03:21:58.6,55:33.9,-03:22:02.9,,Host Nucleus,LAS Campanas Redshift Survey,0.069815,0.000173,0.0704,0.000585,,,,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1105534000032158600/,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=692408&objname=LCRS%20B105301.1-030602&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PSNJ0153424,12/29/15,2/22/18,,UGC 01359,53:42.4,+29:56:10.7,53:42.2,+29:55:59.41,,Host Nucleus,SDSS DR13,0.0256466,0.0000073,0.026,0.0003534,1/6/16,,1/4/16,yes,no,http://www.astronomerstelegram.org/?read=8506,https://dr13.sdss.org/optical/spectrum/view?plateid=6271&mjd=56304&fiberid=580&run2d=v5_9_0,,
ASASSN-15tz,12/14/15,8/25/17,,UGC 02164,41:08.9,+43:40:48.78,41:09.3,+43:40:57.68,,Systemic,ESO 21 cm observations,0.022862,0.00003,0.022862,0,12/20/15,,,no,no,http://www.astronomerstelegram.org/?read=8404,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=7460&objname=UGC%2002164&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15ti,12/4/15,8/25/17,,2MASX J03051061+3754003,05:08.6,+37:54:00.72,05:10.6,+37:54:00.3,16 (J) 15 (H) 14 (K),Host Nucleus,KPNO,0.0173201,0.000054671,0.016,0.0013201,12/8/15,,,no,yes,http://www.astronomerstelegram.org/?read=8351,None,z updated from Foundation Paper,
